id,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE,END_DATE
3844,41,102000.72,M,M,2000004.0,1.0,TYPE-B,34,3,MONTHLY,32688,0,20080130,
3845,12,199900.0,,,,1.0,TYPE-B,69,3,ANNUAL,264866,0,20100107,
3846,36,300000.0,M,F,756000.0,1.0,TYPE-B,48,2,ANNUAL,631999,1,20090828,20111027.0
3847,25,100000.37,M,M,1500000.0,1.0,TYPE-A,39,2,ANNUAL,91799,1,20111230,20130127.0
3848,50,300000.0,M,M,1500000.0,1.0,TYPE-B,35,1,SEMI-ANNUAL,1866,0,20080331,
3849,27,100000.0,M,M,260004.0,1.0,TYPE-B,36,3,ANNUAL,1129488,0,20100831,
3850,22,120000.96,S,M,560004.0,5.0,TYPE-B,35,0,MONTHLY,775711,0,20100129,
3851,12,699999.99,M,F,975000.0,2.0,TYPE-B,53,2,ANNUAL,1284422,0,20120320,
3852,17,100000.0,M,M,699996.0,1.0,TYPE-B,35,3,SEMI-ANNUAL,205344,1,20080324,20091121.0
3853,30,150000.0,D,F,4200000.0,1.0,TYPE-B,64,0,ANNUAL,729177,0,20100630,
3854,27,100000.0,,,,1.0,TYPE-B,39,0,ANNUAL,570488,0,20100415,
3855,12,100000.0,,M,450000.0,2.0,TYPE-B,78,1,ANNUAL,1267533,0,20121207,
3856,79,295518.51,,F,649992.0,2.0,TYPE-A,55,0,ANNUAL,1347266,1,20120926,20131026.0
3857,57,100514.79,M,M,799992.0,1.0,TYPE-A,48,2,ANNUAL,1189022,1,20110331,20120427.0
3858,17,250000.0,M,M,2000004.0,1.0,TYPE-B,51,2,ANNUAL,413311,0,20100326,
3859,17,154814.56,M,M,999996.0,1.0,TYPE-A,62,2,SEMI-ANNUAL,347944,0,20121231,
3860,12,175000.0,M,M,499992.0,1.0,TYPE-B,41,2,ANNUAL,1123633,0,20130121,
3861,22,100000.0,M,M,399996.0,1.0,TYPE-B,51,2,ANNUAL,6833,0,20090106,
3862,17,206180.04,M,M,999996.0,2.0,TYPE-A,56,3,ANNUAL,1301511,0,20130731,
3863,12,153845.0,,M,,1.0,TYPE-B,83,0,ANNUAL,806100,1,20101027,20111225.0
3864,27,199999.0,M,M,799992.0,1.0,TYPE-B,52,3,ANNUAL,848733,0,20100430,
3865,17,100000.0,S,M,450000.0,1.0,TYPE-B,21,0,ANNUAL,256488,0,20081125,
3866,49,100000.8,M,F,120000.0,1.0,TYPE-B,35,1,MONTHLY,435744,0,20080930,
3867,17,150000.18,M,M,399996.0,1.0,TYPE-A,21,1,ANNUAL,1277233,0,20131024,
3868,12,110000.0,M,F,300000.0,1.0,TYPE-B,30,3,ANNUAL,851944,0,20100603,
3869,17,103991.79,M,F,600000.0,2.0,TYPE-A,60,1,ANNUAL,1304133,0,20130328,
3870,31,100000.0,W,M,249996.0,1.0,TYPE-B,64,0,ANNUAL,182711,0,20100326,
3871,35,150000.0,M,M,800004.0,1.0,TYPE-B,60,2,MONTHLY,343399,0,20100630,
3872,22,100000.0,M,M,500004.0,1.0,TYPE-B,38,1,ANNUAL,558700,0,20100315,
3873,17,125449.32,M,M,999996.0,1.0,TYPE-A,51,2,MONTHLY,343388,0,20130331,
3874,23,100000.0,M,F,2205432.0,1.0,TYPE-B,72,1,ANNUAL,280466,0,20100129,
3875,17,100000.0,M,M,699996.0,1.0,TYPE-B,29,2,ANNUAL,636111,0,20090429,
3876,23,150000.0,M,F,500004.0,1.0,TYPE-B,61,2,ANNUAL,404111,0,20090622,
3877,13,100000.0,M,M,300000.0,1.0,TYPE-B,71,3,QUARTERLY,348355,0,20091029,
3878,12,100000.0,M,M,349992.0,1.0,TYPE-B,35,3,ANNUAL,1357044,0,20130330,
3879,54,100513.4,M,M,324996.0,1.0,TYPE-A,50,2,SEMI-ANNUAL,1153199,1,20110331,20111028.0
3880,12,100000.0,M,M,69999996.0,1.0,TYPE-B,38,1,ANNUAL,831311,0,20091231,
3881,37,108000.84,M,F,275004.0,1.0,TYPE-B,47,1,MONTHLY,244177,0,20081211,
3882,93,240004.44,,M,557220.0,2.0,TYPE-A,52,0,MONTHLY,1358300,0,20130822,
3883,12,100000.0,S,M,289992.0,1.0,TYPE-B,27,0,SEMI-ANNUAL,352488,0,20130320,
3884,12,200000.0,M,M,1374996.0,1.0,TYPE-B,38,3,ANNUAL,580111,0,20090828,
3885,37,100514.18,S,M,424992.0,1.0,TYPE-A,26,0,ANNUAL,1190522,0,20110321,
3886,53,120000.0,M,M,600000.0,1.0,TYPE-B,41,1,SEMI-ANNUAL,183611,0,20100420,
3887,51,100000.0,,,,1.0,TYPE-B,41,3,ANNUAL,852077,0,20100115,
3888,9,101416.0,M,F,450000.0,1.0,TYPE-B,43,2,SEMI-ANNUAL,190233,0,20090302,
3889,73,120000.43,M,F,330000.0,1.0,TYPE-A,29,2,ANNUAL,19733,0,20130822,
3890,17,155976.0,M,F,300000.0,1.0,TYPE-A,49,1,MONTHLY,347966,0,20131107,
3891,17,100000.8,S,M,500004.0,1.0,TYPE-B,28,0,MONTHLY,200533,0,20080131,
3892,38,600004.8,,,,1.0,TYPE-B,54,2,MONTHLY,343411,1,20090227,20090626.0
3893,77,200000.4,,M,900000.0,2.0,TYPE-A,59,0,ANNUAL,1347844,0,20130111,
3894,12,100000.0,S,M,350004.0,1.0,TYPE-B,27,0,SEMI-ANNUAL,794322,0,20100531,
3895,17,630549.0,M,M,1899996.0,1.0,TYPE-A,46,2,MONTHLY,343344,0,20131031,
3896,17,100000.13,M,M,510000.0,2.0,TYPE-A,38,3,ANNUAL,570155,0,20130330,
3897,32,375000.0,M,M,2787000.0,1.0,TYPE-B,62,1,ANNUAL,128277,0,20100830,
3898,17,100000.0,M,F,420000.0,1.0,TYPE-B,35,3,ANNUAL,457311,0,20090115,
3899,27,100000.0,M,M,900000.0,1.0,TYPE-B,50,2,ANNUAL,687955,0,20100305,
3900,27,100000.0,,,,6.0,TYPE-B,64,0,ANNUAL,652666,0,20100625,
3901,9,100000.0,,,,1.0,TYPE-B,43,3,ANNUAL,91811,1,20090227,20100428.0
3902,86,101316.84,,F,540000.0,1.0,TYPE-A,44,0,MONTHLY,1449688,0,20131125,
3903,12,100000.0,M,M,1100004.0,1.0,TYPE-B,40,2,ANNUAL,810944,1,20100827,20121026.0
3904,17,103089.98,M,M,1500000.0,2.0,TYPE-A,45,3,ANNUAL,343344,0,20130910,
3905,27,105000.0,M,M,399996.0,1.0,TYPE-B,33,1,ANNUAL,833999,0,20100326,
3906,17,122188.75,M,F,,4.0,TYPE-A,56,3,ANNUAL,201333,0,20130430,
3907,57,200000.0,M,M,800004.0,1.0,TYPE-B,38,1,QUARTERLY,238722,1,20100331,20110226.0
3908,12,120003.36,,M,,1.0,TYPE-B,57,1,MONTHLY,1147155,1,20101110,20131109.0
3909,22,123707.99,M,F,,4.0,TYPE-A,47,1,ANNUAL,343344,0,20130712,
3910,41,100000.8,,M,499992.0,1.0,TYPE-A,76,0,MONTHLY,708822,1,20110830,20111112.0
3911,32,200000.06,M,M,,6.0,TYPE-A,62,1,ANNUAL,1289355,0,20120515,
3912,65,157606.01,,M,109992.0,2.0,TYPE-A,43,2,ANNUAL,1219322,1,20120515,20130614.0
3913,12,150000.0,M,M,350004.0,5.0,TYPE-B,53,3,ANNUAL,914744,0,20100323,
3914,17,100000.0,M,M,300000.0,5.0,TYPE-B,25,3,ANNUAL,659922,1,20090331,20100527.0
3915,70,140717.85,M,M,2899992.0,1.0,TYPE-A,34,2,ANNUAL,1294288,0,20121231,
3916,51,100000.0,M,F,540000.0,1.0,TYPE-B,33,1,SEMI-ANNUAL,291099,0,20081024,
3917,17,143999.88,M,M,350004.0,1.0,TYPE-B,57,2,MONTHLY,61088,1,20080226,20081025.0
3918,22,129999.71,,M,1399992.0,1.0,TYPE-A,62,0,ANNUAL,1256566,0,20130927,
3919,12,145000.0,,M,900000.0,2.0,TYPE-B,77,3,ANNUAL,708822,1,20120227,20130427.0
3920,31,100000.0,M,M,300000.0,1.0,TYPE-B,63,3,ANNUAL,270777,0,20100506,
3921,17,100000.0,,,,1.0,TYPE-B,51,0,SEMI-ANNUAL,26511,1,20071226,20080825.0
3922,12,441249.0,S,M,499992.0,2.0,TYPE-B,37,0,ANNUAL,1257866,1,20120330,20130527.0
3923,12,100000.8,,,,1.0,TYPE-B,55,0,MONTHLY,344400,1,20100831,20130226.0
3924,31,120000.96,M,M,399996.0,1.0,TYPE-B,54,2,MONTHLY,17277,0,20080208,
3925,25,300000.0,M,M,650004.0,1.0,TYPE-B,70,2,SEMI-ANNUAL,183611,0,20100317,
3926,12,100000.0,M,F,624996.0,1.0,TYPE-B,54,1,ANNUAL,345733,0,20090807,
3927,27,430000.0,M,M,1179996.0,1.0,TYPE-B,57,1,QUARTERLY,308677,0,20080930,
3928,27,100000.0,M,M,999996.0,1.0,TYPE-B,33,2,ANNUAL,352977,0,20091218,
3929,22,185562.09,,F,799992.0,1.0,TYPE-A,62,1,ANNUAL,343344,0,20130812,
3930,12,100000.0,M,M,349992.0,1.0,TYPE-B,34,1,ANNUAL,1219222,1,20120223,20130424.0
3931,27,119999.92,M,M,2400000.0,1.0,TYPE-A,64,2,SEMI-ANNUAL,20433,1,20120330,20131028.0
3932,12,100000.8,S,M,349992.0,1.0,TYPE-B,30,0,MONTHLY,1268111,1,20120831,20121227.0
3933,12,500000.0,M,F,1039992.0,1.0,TYPE-B,40,3,ANNUAL,1272699,1,20120224,20130425.0
3934,21,180000.0,M,M,1599996.0,1.0,TYPE-B,73,3,ANNUAL,494122,0,20100830,
3935,65,107996.04,M,M,252996.0,2.0,TYPE-A,40,1,MONTHLY,1284844,0,20120730,
3936,47,129699.86,M,M,600000.0,1.0,TYPE-A,57,1,ANNUAL,1464699,0,20131011,
3937,12,150001.2,M,M,500004.0,1.0,TYPE-B,56,2,MONTHLY,590455,1,20090331,20090727.0
3938,20,100000.0,M,M,300000.0,1.0,TYPE-B,75,2,ANNUAL,1048922,0,20100623,
3939,40,100000.0,,,,1.0,TYPE-B,65,3,ANNUAL,351266,0,20100519,
3940,49,100000.0,M,M,399996.0,1.0,TYPE-B,45,2,ANNUAL,815399,0,20100326,
3941,12,100000.0,M,M,450000.0,1.0,TYPE-B,26,3,ANNUAL,529677,0,20090123,
3942,17,112782.11,M,M,1399992.0,1.0,TYPE-A,39,3,ANNUAL,348355,0,20130930,
3943,12,100000.0,M,M,399996.0,1.0,TYPE-B,40,2,ANNUAL,36355,0,20090930,
3944,58,100000.2,,M,450000.0,1.0,TYPE-A,61,3,ANNUAL,1135233,0,20130331,
3945,22,200000.0,M,M,999996.0,1.0,TYPE-B,62,1,QUARTERLY,343500,1,20091112,20100413.0
3946,52,100000.0,M,F,,4.0,TYPE-B,43,1,ANNUAL,343344,0,20100309,
3947,12,160000.0,M,M,799992.0,1.0,TYPE-B,34,2,ANNUAL,1270477,1,20120531,20130727.0
3948,12,250000.0,S,M,399996.0,2.0,TYPE-B,25,0,ANNUAL,1154511,1,20111230,20130226.0
3949,17,200000.0,S,M,699996.0,1.0,TYPE-B,25,0,ANNUAL,739199,1,20100325,20110524.0
3950,62,300000.59,M,M,1800000.0,,TYPE-A,42,2,ANNUAL,1347855,0,20130320,
3951,32,147759.46,,M,,6.0,TYPE-A,66,2,ANNUAL,1337700,1,20120718,20130817.0
3952,86,299000.1,,F,,2.0,TYPE-A,47,0,ANNUAL,1440211,0,20131024,
3953,27,102005.76,W,M,799992.0,1.0,TYPE-A,51,0,MONTHLY,1379322,0,20131015,
3954,58,300000.32,M,M,2100000.0,1.0,TYPE-A,47,3,ANNUAL,190155,0,20130430,
3955,12,120000.96,S,M,300000.0,5.0,TYPE-B,20,0,MONTHLY,1241866,1,20120531,20121027.0
3956,27,209999.94,,M,699996.0,2.0,TYPE-A,43,0,ANNUAL,20300,0,20130930,
3957,12,100000.0,M,F,300000.0,1.0,TYPE-B,28,1,ANNUAL,1043144,1,20100831,20111027.0
3958,12,100000.0,M,F,2299992.0,1.0,TYPE-B,35,3,ANNUAL,499555,0,20120323,
3959,69,280000.38,M,M,1500000.0,1.0,TYPE-A,35,1,ANNUAL,706066,0,20131021,
3960,12,100000.0,,M,600000.0,1.0,TYPE-B,39,3,ANNUAL,779255,0,20110620,
3961,12,180003.6,M,M,350004.0,1.0,TYPE-B,51,3,ANNUAL,925400,1,20101126,20120125.0
3962,9,120011.88,S,F,300000.0,1.0,TYPE-B,27,0,MONTHLY,259355,1,20090121,20090520.0
3963,37,650000.0,M,M,315000.0,1.0,TYPE-B,57,2,ANNUAL,362588,0,20100831,
3964,27,100000.0,M,M,399996.0,1.0,TYPE-B,36,2,SEMI-ANNUAL,801322,0,20100115,
3965,12,200000.0,M,M,375000.0,1.0,TYPE-B,39,2,SEMI-ANNUAL,1439911,0,20130813,
3966,98,107505.08,,M,645000.0,1.0,TYPE-A,37,0,ANNUAL,325699,0,20110609,
3967,12,325000.0,,M,1399992.0,1.0,TYPE-B,55,0,ANNUAL,1305977,1,20120531,20130727.0
3968,17,100000.0,,,,1.0,TYPE-B,37,0,ANNUAL,362899,0,20081208,
3969,22,199015.41,M,M,699996.0,1.0,TYPE-A,39,3,ANNUAL,1338555,0,20131024,
3970,27,100000.0,M,F,600000.0,1.0,TYPE-B,68,2,SEMI-ANNUAL,200533,0,20100125,
3971,55,300000.0,M,M,999996.0,1.0,TYPE-B,28,1,SEMI-ANNUAL,145100,0,20080229,
3972,40,100000.0,M,F,600000.0,1.0,TYPE-B,54,1,ANNUAL,949499,0,20100531,
3973,17,100000.42,M,M,11986320.0,2.0,TYPE-A,54,3,ANNUAL,979233,0,20131113,
3974,30,200000.0,W,F,499992.0,1.0,TYPE-B,64,0,ANNUAL,587177,1,20100831,20121027.0
3975,59,108000.84,M,F,120000.0,1.0,TYPE-B,23,3,MONTHLY,493499,1,20081210,20090411.0
3976,12,100000.0,M,M,499992.0,2.0,TYPE-B,29,1,ANNUAL,1462100,0,20130924,
3977,38,1500000.0,M,M,116004.0,1.0,TYPE-B,57,3,SINGLE-PREMIUM,313888,0,20100317,
3978,42,180000.0,M,F,360000.0,1.0,TYPE-B,52,3,MONTHLY,348288,0,20100331,
3979,12,100000.0,M,M,399996.0,1.0,TYPE-B,33,3,ANNUAL,789499,0,20100506,
3980,9,101250.0,M,M,294996.0,1.0,TYPE-B,23,3,ANNUAL,425166,1,20081231,20100226.0
3981,17,100000.0,S,M,249996.0,1.0,TYPE-B,39,0,QUARTERLY,842788,1,20100108,20100607.0
3982,92,102737.51,,M,339996.0,2.0,TYPE-A,47,0,ANNUAL,1107733,0,20120921,
3983,12,200000.0,S,M,260004.0,1.0,TYPE-B,25,0,ANNUAL,138366,1,20080319,20100518.0
3984,17,174003.48,,F,499992.0,2.0,TYPE-A,52,2,MONTHLY,343388,0,20131108,
3985,64,100000.2,,M,799992.0,1.0,TYPE-A,73,2,ANNUAL,1485255,0,20131128,
3986,17,167555.06,,M,1500000.0,1.0,TYPE-A,65,0,ANNUAL,343344,0,20130331,
3987,38,195000.0,M,F,,4.0,TYPE-B,46,3,ANNUAL,446688,0,20081217,
3988,22,100000.0,M,M,200004.0,1.0,TYPE-B,50,1,ANNUAL,686200,1,20090903,20101102.0
3989,38,120000.96,M,M,499992.0,1.0,TYPE-B,36,3,MONTHLY,184844,0,20080730,
3990,27,100000.0,D,M,300000.0,5.0,TYPE-B,49,0,SEMI-ANNUAL,272200,0,20100127,
3991,12,200000.0,M,F,649992.0,2.0,TYPE-B,60,3,ANNUAL,1289277,0,20120629,
3992,45,100000.0,M,M,450000.0,1.0,TYPE-B,49,2,ANNUAL,270777,1,20100707,20110905.0
3993,61,115000.22,M,M,1200000.0,1.0,TYPE-A,43,2,ANNUAL,1269999,1,20111028,20121126.0
3994,17,145351.08,M,M,999996.0,2.0,TYPE-A,67,1,MONTHLY,343466,0,20121231,
3995,82,100000.43,,F,499992.0,1.0,TYPE-A,52,0,ANNUAL,624800,0,20131028,
3996,57,199999.74,,M,499992.0,1.0,TYPE-A,49,1,ANNUAL,1291444,0,20130531,
3997,76,100040.07,,M,775200.0,2.0,TYPE-A,59,0,ANNUAL,1377211,0,20130311,
3998,17,101346.69,M,F,499992.0,2.0,TYPE-A,53,2,ANNUAL,788544,0,20121130,
3999,27,400000.0,,,,1.0,TYPE-B,71,0,SEMI-ANNUAL,542788,1,20100216,20111015.0
4000,17,100000.0,M,F,440004.0,1.0,TYPE-B,34,3,ANNUAL,823999,0,20100315,
4001,9,100000.0,S,M,600000.0,1.0,TYPE-B,33,0,ANNUAL,645588,0,20090319,
4002,12,150176.0,M,M,1500000.0,1.0,TYPE-B,36,1,SEMI-ANNUAL,810899,0,20130331,
4003,90,199999.74,,M,,6.0,TYPE-A,76,0,ANNUAL,1347266,0,20130927,
4004,22,120000.96,S,M,560004.0,5.0,TYPE-B,35,0,MONTHLY,775711,0,20100215,
4005,17,100000.0,M,M,500004.0,1.0,TYPE-B,47,2,ANNUAL,256488,1,20090317,20110516.0
4006,12,250000.0,M,F,350004.0,1.0,TYPE-B,45,1,ANNUAL,1123577,1,20110223,20120423.0
4007,32,103107.9,M,M,999996.0,1.0,TYPE-A,45,3,ANNUAL,1282855,0,20130718,
4008,22,100000.0,M,F,350004.0,1.0,TYPE-B,51,1,SEMI-ANNUAL,794299,0,20091030,
4009,17,100000.0,M,M,440004.0,1.0,TYPE-B,39,3,SEMI-ANNUAL,170177,1,20080417,20081216.0
4010,17,100000.0,M,M,350004.0,1.0,TYPE-B,33,1,ANNUAL,134755,0,20091223,
4011,27,100000.0,M,M,800004.0,1.0,TYPE-B,46,3,ANNUAL,1090577,1,20100726,20110922.0
4012,12,200000.0,,M,300000.0,1.0,TYPE-B,59,1,ANNUAL,942344,1,20120322,20130521.0
4013,17,182783.4,M,M,499992.0,2.0,TYPE-A,40,2,MONTHLY,343344,0,20121031,
4014,83,100000.35,,M,2400000.0,2.0,TYPE-A,51,0,ANNUAL,20188,0,20111118,
4015,17,200000.0,M,F,900000.0,1.0,TYPE-B,46,1,ANNUAL,739199,1,20100326,20110525.0
4016,68,120000.0,,,,1.0,TYPE-B,42,1,MONTHLY,494122,1,20100527,20100925.0
4017,17,100000.0,W,F,500004.0,1.0,TYPE-B,52,0,SEMI-ANNUAL,446733,0,20090330,
4018,12,120000.96,M,F,300000.0,2.0,TYPE-B,42,3,MONTHLY,1413344,0,20131128,
4019,17,125152.91,M,M,379992.0,2.0,TYPE-A,61,1,ANNUAL,343344,0,20130729,
4020,12,100000.0,M,M,188604.0,1.0,TYPE-B,45,2,ANNUAL,110600,0,20071120,
4021,12,100000.0,M,M,699996.0,1.0,TYPE-B,39,1,ANNUAL,872033,1,20100305,20110504.0
4022,12,100000.0,M,F,300000.0,1.0,TYPE-B,33,2,ANNUAL,639488,0,20090429,
4023,37,100000.0,M,M,1200000.0,1.0,TYPE-B,48,3,ANNUAL,130066,0,20080630,
4024,17,103090.03,M,M,499992.0,1.0,TYPE-A,51,2,ANNUAL,1126533,0,20121219,
4025,17,100000.0,M,M,500004.0,1.0,TYPE-B,53,1,SEMI-ANNUAL,309877,0,20090929,
4026,46,100000.0,M,M,500004.0,1.0,TYPE-B,39,2,ANNUAL,663022,1,20090902,20101101.0
4027,17,100010.4,,M,399996.0,3.0,TYPE-A,54,1,MONTHLY,1341100,1,20120821,20130802.0
4028,12,100000.0,M,F,,4.0,TYPE-B,51,2,ANNUAL,616033,0,20091106,
4029,17,100000.0,,,,1.0,TYPE-B,38,0,ANNUAL,325777,0,20090622,
4030,12,500000.0,M,M,1200000.0,1.0,TYPE-B,35,3,ANNUAL,695555,0,20100831,
4031,17,160001.06,M,M,1500000.0,1.0,TYPE-A,58,1,SEMI-ANNUAL,343466,0,20130124,
4032,12,150000.0,M,M,600000.0,5.0,TYPE-B,37,3,ANNUAL,249355,0,20100224,
4033,22,100000.0,M,M,800004.0,5.0,TYPE-B,40,1,ANNUAL,296411,0,20091116,
4034,12,100000.0,,M,799992.0,2.0,TYPE-B,43,0,ANNUAL,969622,0,20111230,
4035,32,299999.54,,M,99996.0,2.0,TYPE-A,62,0,SEMI-ANNUAL,1349422,0,20130807,
4036,22,154635.01,M,M,799992.0,2.0,TYPE-A,51,2,ANNUAL,1358200,0,20121217,
4037,22,119999.28,M,M,499992.0,1.0,TYPE-A,43,2,MONTHLY,348022,0,20130913,
4038,17,103306.53,,M,548952.0,2.0,TYPE-A,47,0,ANNUAL,1379200,0,20121231,
4039,12,200000.0,M,M,2299992.0,1.0,TYPE-B,41,1,ANNUAL,385677,1,20120330,20130527.0
4040,27,120244.2,M,M,600000.0,1.0,TYPE-A,37,2,MONTHLY,1444244,0,20130919,
4041,12,115000.0,M,F,249996.0,2.0,TYPE-B,59,1,ANNUAL,1332522,0,20121012,
4042,89,395999.64,,M,799992.0,2.0,TYPE-A,88,0,ANNUAL,1365266,0,20130416,
4043,17,179975.28,M,M,999996.0,2.0,TYPE-A,36,3,MONTHLY,1079488,0,20131129,
4044,57,300000.0,M,M,1700004.0,1.0,TYPE-B,37,2,ANNUAL,810444,1,20100715,20110913.0
4045,27,112500.0,M,F,500004.0,1.0,TYPE-B,41,1,ANNUAL,828633,0,20100129,
4046,12,100000.0,M,M,2499996.0,5.0,TYPE-B,53,2,ANNUAL,818911,0,20100702,
4047,27,200000.0,,,,6.0,TYPE-B,60,0,SEMI-ANNUAL,309877,0,20100322,
4048,17,206182.09,M,F,349992.0,2.0,TYPE-A,29,1,ANNUAL,1305711,0,20130331,
4049,19,100000.0,M,M,399996.0,1.0,TYPE-B,33,1,SEMI-ANNUAL,462855,1,20090331,20091127.0
4050,12,100000.0,S,M,260004.0,1.0,TYPE-B,26,0,ANNUAL,138366,1,20080331,20100527.0
4051,57,100003.15,M,M,499992.0,2.0,TYPE-A,47,3,ANNUAL,541000,0,20130930,
4052,17,132783.62,M,F,,6.0,TYPE-A,66,1,SEMI-ANNUAL,348022,0,20130524,
4053,17,195837.72,M,F,,4.0,TYPE-A,61,1,MONTHLY,1079488,0,20130415,
4054,17,100000.0,M,M,230004.0,1.0,TYPE-B,48,1,ANNUAL,791988,0,20091231,
4055,70,100514.82,S,M,1500000.0,1.0,TYPE-A,34,0,ANNUAL,1219222,1,20110331,20120427.0
4056,17,103998.96,M,M,3600000.0,5.0,TYPE-B,57,2,ANNUAL,2299,1,20080222,20110423.0
4057,17,121797.36,M,F,349992.0,2.0,TYPE-A,62,2,MONTHLY,343344,0,20130513,
4058,17,187500.0,,,,1.0,TYPE-B,57,0,ANNUAL,591911,0,20091230,
4059,12,200000.0,S,M,799992.0,2.0,TYPE-B,30,0,ANNUAL,1128477,0,20130331,
4060,12,100000.0,S,M,800004.0,1.0,TYPE-B,35,0,ANNUAL,811066,0,20100528,
4061,34,200000.0,M,M,600000.0,1.0,TYPE-B,60,2,ANNUAL,1125188,1,20100817,20111016.0
4062,12,150000.0,M,M,1500000.0,1.0,TYPE-B,39,2,ANNUAL,1095299,1,20110325,20130524.0
4063,27,307030.89,,M,348744.0,2.0,TYPE-A,49,3,ANNUAL,1456177,0,20131128,
4064,12,123000.0,M,M,499992.0,1.0,TYPE-B,63,2,ANNUAL,1268822,0,20130131,
4065,27,719997.84,M,M,649992.0,2.0,TYPE-A,51,1,MONTHLY,1177677,1,20111109,20130724.0
4066,17,283291.32,M,M,189996.0,1.0,TYPE-A,41,2,ANNUAL,343344,0,20121217,
4067,83,104744.74,,M,825000.0,2.0,TYPE-A,51,0,ANNUAL,1162699,0,20130930,
4068,12,150000.0,M,M,249996.0,2.0,TYPE-B,37,1,ANNUAL,1236488,1,20111130,20130127.0
4069,27,189344.52,M,M,559992.0,1.0,TYPE-A,62,3,MONTHLY,347977,0,20130718,
4070,72,230504.18,,M,699996.0,1.0,TYPE-A,56,0,SEMI-ANNUAL,1350577,0,20121130,
4071,17,185363.04,M,F,849996.0,2.0,TYPE-A,53,2,MONTHLY,347999,0,20121009,
4072,27,135330.08,M,M,499992.0,1.0,TYPE-A,53,3,ANNUAL,1397233,0,20130813,
4073,17,100000.0,M,F,600000.0,1.0,TYPE-B,39,1,ANNUAL,784544,1,20100111,20120311.0
4074,51,114999.96,M,M,789996.0,1.0,TYPE-B,44,1,MONTHLY,496533,1,20100827,20121126.0
4075,12,200001.6,M,M,1200000.0,1.0,TYPE-B,48,2,MONTHLY,1222955,0,20130627,
4076,12,185000.0,,M,799992.0,1.0,TYPE-B,60,0,ANNUAL,736922,0,20130731,
4077,17,100000.0,S,M,339996.0,1.0,TYPE-B,24,0,SEMI-ANNUAL,596255,0,20090331,
4078,25,101273.88,M,M,1599996.0,1.0,TYPE-A,39,3,MONTHLY,1331622,0,20121214,
4079,22,134999.43,M,F,300000.0,1.0,TYPE-A,42,3,ANNUAL,343344,0,20130807,
4080,22,100000.38,M,F,,4.0,TYPE-A,59,1,ANNUAL,343477,0,20130619,
4081,68,100514.9,M,M,300000.0,1.0,TYPE-A,36,2,SEMI-ANNUAL,1146855,1,20101229,20110728.0
4082,12,100000.0,M,F,399996.0,1.0,TYPE-B,69,2,ANNUAL,1325577,0,20130228,
4083,27,101000.0,S,M,499992.0,5.0,TYPE-B,25,0,ANNUAL,483677,0,20100315,
4084,12,100000.0,S,M,650004.0,1.0,TYPE-B,23,0,SEMI-ANNUAL,956511,1,20100427,20101226.0
4085,32,100000.0,M,M,300000.0,1.0,TYPE-B,62,2,ANNUAL,1007855,0,20100513,
4086,17,119997.48,W,F,699996.0,1.0,TYPE-A,56,0,MONTHLY,343344,0,20130920,
4087,12,100000.0,S,M,720000.0,1.0,TYPE-B,34,0,SEMI-ANNUAL,350122,1,20090417,20100616.0
4088,12,100001.0,M,M,480000.0,1.0,TYPE-B,36,2,ANNUAL,483655,0,20100713,
4089,49,100000.8,M,F,,4.0,TYPE-B,35,2,MONTHLY,425066,1,20081022,20090219.0
4090,12,250000.0,M,M,999996.0,1.0,TYPE-B,50,3,ANNUAL,626488,1,20100831,20111027.0
4091,27,250001.0,,,,6.0,TYPE-B,64,3,ANNUAL,345733,0,20100719,
4092,27,100000.0,M,F,300000.0,1.0,TYPE-B,50,3,ANNUAL,873622,1,20100423,20110622.0
4093,36,100000.0,M,F,1500000.0,1.0,TYPE-B,58,3,ANNUAL,537411,0,20100831,
4094,12,126000.0,M,M,275004.0,5.0,TYPE-B,53,2,MONTHLY,418899,1,20090331,20090727.0
4095,27,300002.4,S,M,699996.0,1.0,TYPE-B,27,0,MONTHLY,742477,1,20091229,20100429.0
4096,17,123693.6,S,M,499992.0,1.0,TYPE-A,46,0,MONTHLY,348355,0,20130131,
4097,12,230000.0,M,M,300000.0,1.0,TYPE-B,41,2,ANNUAL,1212944,1,20120330,20130527.0
4098,17,123717.84,M,M,900000.0,1.0,TYPE-A,51,1,MONTHLY,343377,0,20130731,
4099,12,120000.96,M,F,249996.0,1.0,TYPE-B,38,2,MONTHLY,172955,0,20080411,
4100,61,150000.0,M,M,324996.0,1.0,TYPE-B,34,1,ANNUAL,739255,0,20100215,
4101,12,100000.0,,F,799992.0,2.0,TYPE-B,49,0,SEMI-ANNUAL,746500,1,20120215,20121014.0
4102,17,186298.32,W,F,999996.0,1.0,TYPE-A,52,0,MONTHLY,343344,0,20130808,
4103,12,300002.4,M,M,2400000.0,1.0,TYPE-B,37,1,MONTHLY,1143799,0,20120724,
4104,88,102495.28,,M,3000000.0,2.0,TYPE-A,40,0,ANNUAL,1247800,0,20130930,
